brand,model,form_factor,frequency_response,has_microphone,is_wireless,type,color,price
Audio-Technica,ATH-CK313MWH,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CK323IBK,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CK323IBL,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '0.00']"
Audio-Technica,ATH-CK323IRD,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
Audio-Technica,ATH-CK323ISBK,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CK323IWH,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CKF300GD,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,Yellow,"['USD', '0.00']"
Audio-Technica,ATH-CKF300LGR,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,Yellow,"['USD', '0.00']"
Audio-Technica,ATH-CKF300MGR,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CKF300PL,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,Purple,"['USD', '25.00']"
Audio-Technica,ATH-CKF300WH,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CKF500LPK,In Ear,"{'min': 16.0, 'max': 23000.0, 'default': None}",False,False,Closed,Pink,"['USD', '0.00']"
Audio-Technica,ATH-CKF500WH,In Ear,"{'min': 16.0, 'max': 23000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CKL202iSBK,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Black,"['USD', '17.44']"
Audio-Technica,ATH-CKL202iSBL,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Blue,"['USD', '24.74']"
Audio-Technica,ATH-CKL202iSPK,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Pink,"['USD', '21.34']"
Audio-Technica,ATH-CKL202iSRD,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Red,"['USD', '0.00']"
Audio-Technica,ATH-CKL202iSWH,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CKM500ISBK,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKM500ISRD,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
Audio-Technica,ATH-CKM500ISWH,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CKM55BK,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKP200BK,Earbud,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKP200BL,Earbud,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,Blue / Black,"['USD', '39.99']"
Audio-Technica,ATH-CKP200ISBK,Earbud,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKP200ISBL,Earbud,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Blue,"['USD', '0.00']"
Audio-Technica,ATH-CKP200ISRD,Earbud,"{'min': 20.0, 'max': 23000.0, 'default': None}",True,False,Closed,Red,"['USD', '0.00']"
Audio-Technica,ATH-CKP200RD,Earbud,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '36.01']"
Audio-Technica,ATH-CKP200WH,Earbud,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,White,"['USD', '34.99']"
Audio-Technica,ATH-CKP500BK,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKP500BL,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '46.16']"
Audio-Technica,ATH-CKP500RD,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '30.00']"
Audio-Technica,ATH-CKP500WH,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CKR10,In Ear,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '250.00']"
Audio-Technica,ATH-CKR30ISSV,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CKR3ISBK,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",True,False,Closed,Black,"['USD', '89.99']"
Audio-Technica,ATH-CKR3ISBL,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",True,False,Closed,Blue,"['USD', '89.99']"
Audio-Technica,ATH-CKR3ISRD,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",True,False,Closed,Red,"['USD', '0.00']"
Audio-Technica,ATH-CKR3ISWH,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CKR90IS,In Ear,"{'min': 5.0, 'max': 42000.0, 'default': None}",True,False,Closed,Black,"['USD', '139.00']"
Audio-Technica,ATH-CKS1000,In Ear,"{'min': 5.0, 'max': 26000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKS550ISBL,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",True,False,Closed,Blue,"['USD', '0.00']"
Audio-Technica,ATH-CKS550ISRD,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",True,False,Closed,Red,"['USD', '0.00']"
Audio-Technica,ATH-CKS55BK,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKS55iBK,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKS77BK,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKS99,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CKS99I,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CLR100BK,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-CLR100BL,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Blue,"['USD', '0.00']"
Audio-Technica,ATH-CLR100ISBK,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",True,False,Closed,Black,"['USD', '13.99']"
Audio-Technica,ATH-CLR100ISBL,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",True,False,Closed,Blue,"['USD', '13.99']"
Audio-Technica,ATH-CLR100ISLG,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",True,False,Closed,Green,"['USD', '14.95']"
Audio-Technica,ATH-CLR100ISPK,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",True,False,Closed,Pink,"['USD', '8.99']"
Audio-Technica,ATH-CLR100ISWH,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",True,False,Closed,White,"['USD', '13.99']"
Audio-Technica,ATH-CLR100LG,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Green,"['USD', '0.00']"
Audio-Technica,ATH-CLR100OR,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Orange,"['USD', '0.00']"
Audio-Technica,ATH-CLR100PK,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Pink,"['USD', '0.00']"
Audio-Technica,ATH-CLR100PL,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Purple,"['USD', '0.00']"
Audio-Technica,ATH-CLR100RD,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Red,"['USD', '0.00']"
Audio-Technica,ATH-CLR100WH,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-COR150BK,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-COR150BL,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Blue,"['USD', '0.00']"
Audio-Technica,ATH-COR150LG,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Green,"['USD', '0.00']"
Audio-Technica,ATH-COR150OR,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Orange,"['USD', '9.99']"
Audio-Technica,ATH-COR150PK,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Pink,"['USD', '0.00']"
Audio-Technica,ATH-COR150PL,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Purple,"['USD', '0.00']"
Audio-Technica,ATH-COR150RD,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Red,"['USD', '0.00']"
Audio-Technica,ATH-COR150WH,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-CP700BK,In Ear,"{'min': 20.0, 'max': 22000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-D40fs,Circumaural,"{'min': 20.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black,"['USD', '154.59']"
Audio-Technica,ATH-E40,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '99.00']"
Audio-Technica,ATH-E50,In Ear,"{'min': 20.0, 'max': 18000.0, 'default': None}",False,False,Closed,Black,"['USD', '199.00']"
Audio-Technica,ATH-E70,In Ear,"{'min': 20.0, 'max': 19000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Audio-Technica,ATH-ES33BK,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-G1WL,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",True,True,Closed,Black,"['USD', '249.00']"
Audio-Technica,ATH-IM01,In Ear,"{'min': 20.0, 'max': 15000.0, 'default': None}",False,False,Closed,Transparent,"['USD', '0.00']"
Audio-Technica,ATH-IM02,In Ear,"{'min': 20.0, 'max': 16000.0, 'default': None}",False,False,Closed,Transparent,"['USD', '0.00']"
Audio-Technica,ATH-IM03,In Ear,"{'min': 18.0, 'max': 18000.0, 'default': None}",False,False,Closed,Transparent,"['USD', '463.64']"
Audio-Technica,ATH-IM04,In Ear,"{'min': 15.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '699.99']"
Audio-Technica,ATH-IM50,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",False,False,Closed,White / Black,"['USD', '0.00']"
Audio-Technica,ATH-IM70,In Ear,"{'min': 5.0, 'max': 26000.0, 'default': None}",False,False,Closed,Red / Black,"['USD', '0.00']"
Audio-Technica,ATH-M10,Circumaural,"{'min': 30.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-M20X,Circumaural,"{'min': 15.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Audio-Technica,ATH-M30,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-M30x,Circumaural,"{'min': 15.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '69.00']"
Audio-Technica,ATH-M35,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-M40fs,Circumaural,"{'min': 5.0, 'max': 28000.0, 'default': None}",False,False,Closed,Multicolor,"['USD', '0.00']"
Audio-Technica,ATH-M40x,Circumaural,"{'min': 15.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '99.00']"
Audio-Technica,ATH-M50,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-M50 RED,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Audio-Technica,ATH-M50S,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Audio-Technica,ATH-M50WH,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Audio-Technica,ATH-M50s,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-M50x,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '149.00']"
Audio-Technica,ATH-M50xBT,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",True,True,Closed,Black / Silver,"['USD', '179.00']"
Audio-Technica,ATH-M50xWH,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",False,False,Closed,White,"['USD', '169.00']"
Audio-Technica,ATH-M70x,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Audio-Technica,ATH-MSR7BK,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '249.95']"
Audio-Technica,ATH-MSR7GM,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",True,False,Closed,Brown,"['USD', '249.95']"
Audio-Technica,ATH-P1,Supra-aural,"{'min': 30.0, 'max': 20000.0, 'default': None}",False,False,Semi-open,Black,"['USD', '19.95']"
Audio-Technica,ATH-PDG1,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Open,Black / Red,"['USD', '88.56']"
Audio-Technica,ATH-PG1,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Gold,"['USD', '76.18']"
Audio-Technica,ATH-PRO500MK2BK,Circumaural,"{'min': 10.0, 'max': 30000.0, 'default': None}",False,False,Closed,Black,"['USD', '274.99']"
Audio-Technica,ATH-PRO500MK2RD,Circumaural,"{'min': 10.0, 'max': 30000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-PRO700MK2,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Closed,Black,"['USD', '328.99']"
Audio-Technica,ATH-R70X,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Open,Black,"['USD', '490.81']"
Audio-Technica,ATH-RE70BK,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Semi-open,Black / Silver,"['USD', '79.98']"
Audio-Technica,ATH-RE70WH,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Semi-open,Black / Silver,"['USD', '0.00']"
Audio-Technica,ATH-SJ11BK,Supra-aural,"{'min': 15.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Audio-Technica,ATH-SR30BTGY,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",True,True,Closed,White / Silver,"['USD', '69.00']"
Audio-Technica,ATH-SR50BTBK,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",True,True,Closed,Black,"['USD', '119.00']"
Audio-Technica,ATH-SR50BTBW,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",True,True,Closed,White / Silver,"['USD', '119.00']"
Audio-Technica,ATH-T200,Circumaural,"{'min': 20.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Audio-Technica,ATH-T300,Circumaural,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-T400,Circumaural,"{'min': 15.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-WS1100IS,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",True,False,Semi-open,,"['USD', '193.48']"
Audio-Technica,ATH-WS55BK,Circumaural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '49.99']"
Audio-Technica,ATH-WS55BRD,Circumaural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Audio-Technica,ATH-WS55IBK,Circumaural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-WS77,Circumaural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATH-WS99,Circumaural,"{'min': 8.0, 'max': 25000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATHCKF500BK,In Ear,"{'min': 16.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATHHCLR100PK,In Ear,"{'min': 20.0, 'max': 25000.0, 'default': None}",False,False,Closed,Pink,"['USD', '0.00']"
Audio-Technica,ATHM50RD,Circumaural,"{'min': 10.0, 'max': 30000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Audio-Technica,ATHM50S,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audio-Technica,ATHM50s/LE,Circumaural,"{'min': 15.0, 'max': 28000.0, 'default': None}",False,False,Closed,White / Black,"['USD', '0.00']"
Audio-Technica,ATR5200,Supra-aural,"{'min': 30.0, 'max': 20000.0, 'default': None}",True,False,Open,Black,"['USD', '0.00']"
Audio-Technica,PRO-ATH-M2X,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Semi-open,Black,"['USD', '0.00']"
Audiovox,808-HPA88BKG,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audiovox,808-HPA88BKM,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audiovox,808-HPA88WHG,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Audiovox,ARW300,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Audiovox,HP335N,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Audiovox,HP56BK,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Audiovox,IR1CFF,Supra-aural,,False,True,Closed,Black,"['USD', '37.95']"
Audiovox,RCA-WHP141B,Circumaural,,False,True,Closed,Black,"['USD', '0.00']"
Audiovox,WHP141B,Circumaural,"{'min': 30.0, 'max': 12500.0, 'default': None}",False,True,Closed,Black,"['USD', '56.99']"
Aula,SI-G91V,Circumaural,,True,False,Closed,Black / Blue,"['USD', '0.00']"
Avantree,Audition,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,True,Closed,Black / Red,"['USD', '49.99']"
Avantree,BTHS-AS9P-BLK,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black / Brown,"['USD', '69.98']"
Avermedia,SonicWave 7.1 GH337,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '79.98']"
Avermedia,SonicWave GH335,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Avid Technology,DX-992,In Ear,,False,False,Closed,White,"['USD', '0.00']"
Behringer,HPX4000,Circumaural,,False,False,Closed,Black,"['USD', '18.98']"
Beyerdynamic,Amiron Home Tesla,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Open,Black / Silver,"['USD', '399.00']"
Beyerdynamic,Custom One Pro,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Beyerdynamic,Custom One Pro (White),Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Beyerdynamic,DT 1350,Supra-aural,"{'min': 5.0, 'max': 30000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Beyerdynamic,DT 1770 PRO,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Closed,Black,"['USD', '599.00']"
Beyerdynamic,DT 660,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Beyerdynamic,DT 770 PRO,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Closed,Gray,"['USD', '159.00']"
Beyerdynamic,DT 770 PRO HT,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Beyerdynamic,DT 860,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Open,Black / Silver,"['USD', '0.00']"
Beyerdynamic,DT 880 Premium 250 Ohm,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Semi-open,Black / White,"['USD', '197.00']"
Beyerdynamic,DT 880 Premium 600 Ohm,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Semi-open,Black / Silver,"['USD', '199.00']"
Beyerdynamic,DT 880 Pro,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Semi-open,Gray,"['USD', '199.00']"
Beyerdynamic,DT 990,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Semi-open,Black / Silver,"['USD', '159.00']"
Beyerdynamic,DT 990,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Open,Black / Silver,"['USD', '188.00']"
Beyerdynamic,DT 990 Pro 250,Circumaural,"{'min': 5.0, 'max': 35000.0, 'default': None}",False,False,Open,Black / Gray,"['USD', '0.00']"
Beyerdynamic,DT1990 Pro,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Open,Black,"['USD', '578.00']"
